,id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
13698,4910,24,55000,RENT,8.0,EDUCATION,B,6000,10.37,0.11,N,4,0
13699,49279,24,49000,RENT,8.0,VENTURE,B,5000,9.91,0.1,N,4,0
13700,22669,30,95000,MORTGAGE,3.0,PERSONAL,A,15000,7.88,0.16,N,9,0
13701,7424,21,40000,RENT,5.0,EDUCATION,C,10000,14.27,0.25,N,4,0
13702,39987,29,64600,RENT,1.0,MEDICAL,B,7500,10.74,0.11,N,8,1
13703,44146,36,33288,RENT,5.0,VENTURE,B,11000,12.53,0.32,N,11,1
13704,20744,28,100000,RENT,5.0,VENTURE,B,12000,11.71,0.12,N,7,0
13705,18375,28,76896,RENT,5.0,EDUCATION,D,25000,15.37,0.33,N,6,1
13706,46173,27,60000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,10400,14.46,0.17,Y,9,1
13707,40441,26,34000,RENT,7.0,DEBTCONSOLIDATION,D,5000,14.96,0.15,Y,2,1
13708,51929,28,45000,RENT,4.0,MEDICAL,B,3600,11.49,0.08,N,10,0
13709,4318,24,40000,RENT,1.0,HOMEIMPROVEMENT,A,8000,7.74,0.2,N,4,1
13710,31020,23,60000,RENT,3.0,DEBTCONSOLIDATION,A,9800,7.9,0.16,N,2,0
13711,27856,29,75000,RENT,8.0,PERSONAL,B,15000,11.49,0.2,N,7,0
13712,27255,40,33600,RENT,15.0,MEDICAL,B,7000,9.63,0.21,N,16,1
13713,51290,31,83004,MORTGAGE,3.0,MEDICAL,B,21600,12.53,0.26,N,6,0
13714,37532,24,30000,RENT,2.0,MEDICAL,D,3000,14.96,0.1,Y,3,1
13715,41674,22,45000,RENT,2.0,EDUCATION,B,6000,9.91,0.13,N,4,0
13716,6601,25,30000,RENT,1.0,EDUCATION,C,6000,13.57,0.2,Y,3,1
13717,54574,33,95400,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.54,0.26,N,6,1
13718,35029,32,60000,RENT,2.0,VENTURE,A,12500,7.88,0.21,N,10,0
13719,44634,26,25000,RENT,4.0,PERSONAL,A,10750,6.92,0.43,N,2,1
13720,4236,35,100000,MORTGAGE,8.0,EDUCATION,A,10000,8.59,0.1,N,9,0
13721,1838,24,98000,MORTGAGE,8.0,MEDICAL,D,16000,14.46,0.16,N,4,1
13722,23710,26,135000,MORTGAGE,10.0,PERSONAL,A,10000,6.99,0.07,N,3,0
13723,19989,26,55000,RENT,1.0,HOMEIMPROVEMENT,C,4000,11.78,0.07,Y,2,0
13724,25534,24,55000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5000,7.49,0.09,N,2,0
13725,5651,31,55000,RENT,6.0,DEBTCONSOLIDATION,A,8000,8.9,0.15,N,8,0
13726,1300,33,65000,MORTGAGE,3.0,EDUCATION,C,3000,13.35,0.05,N,5,0
13727,55572,29,32000,RENT,1.0,MEDICAL,B,10000,10.37,0.31,N,5,1
13728,824,38,150000,MORTGAGE,4.0,VENTURE,A,12000,7.29,0.08,N,16,0
13729,39565,24,49000,RENT,8.0,EDUCATION,D,8000,14.96,0.16,N,2,1
13730,50444,27,40000,RENT,7.0,VENTURE,A,7000,7.88,0.17,N,10,0
13731,8872,22,34100,RENT,2.0,PERSONAL,D,2000,16.77,0.06,Y,3,1
13732,42840,36,78000,RENT,2.0,HOMEIMPROVEMENT,B,9000,12.69,0.11,N,13,1
13733,56105,24,65000,RENT,4.0,MEDICAL,B,6500,11.99,0.11,N,3,0
13734,28558,22,55000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,2500,10.37,0.05,N,4,0
13735,778,23,36000,RENT,0.0,MEDICAL,C,1500,13.16,0.04,Y,3,0
13736,25379,22,30000,RENT,2.0,HOMEIMPROVEMENT,D,5000,16.02,0.17,Y,2,1
13737,52876,21,34000,RENT,5.0,MEDICAL,C,12000,13.16,0.35,N,4,1
13738,2565,23,71400,MORTGAGE,7.0,MEDICAL,B,24250,11.83,0.3,N,3,1
13739,57098,22,30000,MORTGAGE,6.0,MEDICAL,A,4000,6.62,0.13,N,2,0
13740,16459,33,62400,RENT,1.0,DEBTCONSOLIDATION,E,9500,16.35,0.14,Y,9,1
13741,39250,24,42000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,2200,12.42,0.05,N,4,0
13742,31457,24,34000,RENT,0.0,MEDICAL,D,11500,17.58,0.34,Y,3,1
13743,28382,42,65984,RENT,2.0,MEDICAL,D,27050,13.24,0.37,N,12,1
13744,25341,24,42000,RENT,2.0,MEDICAL,A,12000,7.9,0.29,N,2,0
13745,32623,25,24000,RENT,0.0,MEDICAL,A,5000,7.49,0.21,N,2,0
13746,40057,24,72000,MORTGAGE,1.0,VENTURE,A,6000,6.99,0.08,N,3,0
13747,31330,26,50000,RENT,4.0,MEDICAL,B,7500,11.48,0.15,N,2,0
13748,15618,28,95000,RENT,1.0,DEBTCONSOLIDATION,D,10000,16.89,0.11,Y,8,1
13749,44949,22,33000,RENT,4.0,MEDICAL,D,1500,14.59,0.04,N,4,1
13750,24223,29,84000,MORTGAGE,6.0,EDUCATION,C,7500,13.22,0.09,Y,6,0
13751,19758,36,54000,RENT,3.0,DEBTCONSOLIDATION,E,10000,17.39,0.19,Y,16,1
13752,2043,23,31000,RENT,3.0,DEBTCONSOLIDATION,A,12000,7.29,0.39,N,3,1
13753,30704,22,38400,RENT,2.0,DEBTCONSOLIDATION,C,2000,14.72,0.05,N,2,0
13754,52349,26,65000,RENT,1.0,EDUCATION,D,7000,14.59,0.11,N,2,1
13755,54336,23,39689,RENT,1.0,EDUCATION,C,13000,13.57,0.33,N,8,1
13756,57406,27,34000,RENT,3.0,HOMEIMPROVEMENT,C,11500,13.06,0.34,Y,10,1
13757,41679,26,48500,RENT,1.0,EDUCATION,B,4800,10.28,0.1,N,3,0
13758,58405,23,27600,RENT,2.0,EDUCATION,D,7000,16.29,0.25,Y,2,1
13759,12600,24,34000,RENT,4.0,PERSONAL,B,1600,12.18,0.05,N,2,1
13760,29400,28,75000,RENT,4.0,HOMEIMPROVEMENT,C,10000,13.47,0.13,Y,9,0
13761,20093,24,49000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,3000,14.09,0.06,N,2,1
13762,5087,22,69000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,8400,15.99,0.12,N,3,1
13763,3616,24,70000,RENT,6.0,PERSONAL,C,12000,13.49,0.17,N,3,0
13764,44350,22,60000,RENT,4.0,EDUCATION,A,6600,7.88,0.11,N,4,0
13765,56828,22,77500,MORTGAGE,3.0,VENTURE,A,6800,8.49,0.1,N,3,0
13766,5345,28,40800,MORTGAGE,12.0,VENTURE,A,2000,5.42,0.05,N,5,0
13767,14865,23,48000,RENT,6.0,EDUCATION,B,12000,10.36,0.25,N,2,0
13768,17455,23,24000,RENT,1.0,PERSONAL,D,4750,15.99,0.2,Y,4,1
13769,24082,28,150000,MORTGAGE,3.0,EDUCATION,B,25000,10.74,0.17,N,10,0
13770,47571,23,90000,MORTGAGE,3.0,VENTURE,B,24250,10.62,0.27,N,3,0
13771,20267,23,38400,MORTGAGE,7.0,EDUCATION,A,10750,7.51,0.3,N,3,0
13772,46550,27,72000,MORTGAGE,7.0,MEDICAL,A,6000,6.99,0.08,N,8,0
13773,9926,37,100000,MORTGAGE,0.0,VENTURE,B,15000,10.99,0.15,N,14,0
13774,8418,34,100000,RENT,4.0,EDUCATION,B,6000,10.99,0.06,N,10,0
13775,35683,21,26785,RENT,6.0,PERSONAL,C,11000,13.98,0.41,Y,2,1
13776,30674,23,54000,RENT,0.0,VENTURE,D,2500,14.96,0.05,Y,2,1
13777,33734,21,80000,RENT,2.0,EDUCATION,B,15000,12.18,0.19,N,4,0
13778,17035,30,69000,RENT,4.0,EDUCATION,A,12000,7.66,0.17,N,7,1
13779,51812,38,35000,RENT,6.0,MEDICAL,C,8000,13.49,0.23,N,17,0
13780,10970,24,54000,RENT,2.0,DEBTCONSOLIDATION,D,6000,15.7,0.11,N,2,1
13781,2238,35,34000,RENT,4.0,PERSONAL,D,6400,17.49,0.19,Y,5,0
13782,19676,27,40000,RENT,4.0,DEBTCONSOLIDATION,A,15000,7.9,0.38,N,6,1
13783,13435,33,81000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,3500,10.36,0.04,N,10,1
13784,46923,24,100000,RENT,4.0,EDUCATION,A,1500,6.91,0.02,N,4,0
13785,20429,23,75000,MORTGAGE,0.0,VENTURE,A,16000,8.59,0.21,N,4,0
13786,42336,37,75000,OWN,3.0,VENTURE,C,6400,13.47,0.09,N,13,0
13787,4207,25,42000,MORTGAGE,5.0,VENTURE,B,12000,9.99,0.29,N,3,0
13788,9234,60,31500,RENT,2.0,PERSONAL,B,7200,10.59,0.23,N,18,1
13789,35745,35,67000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,7000,7.88,0.1,N,10,0
13790,41030,31,85000,RENT,4.0,MEDICAL,B,21000,11.83,0.25,N,9,0
13791,4406,30,42000,RENT,5.0,EDUCATION,A,6000,8.9,0.14,N,6,0
13792,28030,23,69000,RENT,7.0,DEBTCONSOLIDATION,D,4000,16.32,0.06,Y,2,1
13793,50452,22,46200,RENT,1.0,DEBTCONSOLIDATION,C,13800,15.96,0.29,Y,2,1
13794,37735,24,33000,RENT,1.0,MEDICAL,C,11500,13.85,0.34,Y,2,1
13795,15555,22,90000,RENT,6.0,EDUCATION,C,8000,12.87,0.09,Y,2,0
13796,4496,25,45000,RENT,0.0,DEBTCONSOLIDATION,E,10000,17.93,0.22,N,4,1
13797,45829,31,73000,RENT,2.0,HOMEIMPROVEMENT,A,14000,7.51,0.19,N,9,0
13798,25304,26,65000,RENT,3.0,EDUCATION,B,15000,10.59,0.23,N,3,0
13799,13471,25,32000,MORTGAGE,0.0,MEDICAL,E,13750,16.45,0.44,N,3,1
13800,28779,22,50000,RENT,2.0,PERSONAL,A,8000,7.88,0.16,N,2,0
13801,52246,24,38500,MORTGAGE,8.0,MEDICAL,A,3000,6.76,0.08,N,2,0
13802,17611,24,45000,OWN,6.0,PERSONAL,D,11250,15.33,0.25,Y,4,0
13803,2986,27,72000,RENT,11.0,PERSONAL,C,13000,13.11,0.17,Y,8,1
13804,54389,23,60000,RENT,0.0,EDUCATION,C,5000,14.22,0.08,N,4,0
13805,1710,37,30000,RENT,3.0,EDUCATION,B,12000,10.39,0.4,N,14,1
13806,40746,22,51600,MORTGAGE,6.0,VENTURE,A,13800,6.99,0.26,N,3,0
13807,4967,28,53000,RENT,0.0,HOMEIMPROVEMENT,D,12000,15.05,0.23,N,6,1
13808,23512,23,62400,RENT,3.0,MEDICAL,C,20000,13.23,0.32,N,4,1
13809,54183,25,29004,RENT,3.0,HOMEIMPROVEMENT,D,6250,15.99,0.22,Y,4,1
13810,16757,22,86000,OWN,6.0,MEDICAL,A,14000,6.03,0.16,N,2,0
13811,9751,28,170000,RENT,4.0,HOMEIMPROVEMENT,D,10000,14.96,0.06,Y,5,0
13812,28166,23,96000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,10000,15.99,0.1,N,3,1
13813,35092,29,26400,RENT,0.0,MEDICAL,D,8000,14.74,0.3,N,7,1
13814,39983,22,45000,MORTGAGE,6.0,PERSONAL,D,4850,14.54,0.11,N,2,1
13815,13386,22,62050,RENT,1.0,MEDICAL,D,30000,16.49,0.41,Y,4,1
13816,20258,48,160000,MORTGAGE,14.0,PERSONAL,A,20000,6.62,0.13,N,12,0
13817,2018,33,77100,RENT,6.0,DEBTCONSOLIDATION,A,35000,8.49,0.45,N,7,1
13818,45311,26,44000,RENT,0.0,MEDICAL,D,15000,15.05,0.34,Y,3,1
13819,34866,22,60000,RENT,2.0,DEBTCONSOLIDATION,B,15000,10.25,0.25,N,3,0
13820,12182,27,46500,RENT,1.0,DEBTCONSOLIDATION,D,8000,15.99,0.17,Y,7,1
13821,36151,23,60000,RENT,4.0,MEDICAL,B,1600,11.99,0.03,N,2,1
13822,48248,22,31200,RENT,3.0,EDUCATION,D,2750,15.21,0.09,Y,2,0
13823,47459,27,148000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,8.94,0.07,N,5,1
13824,7807,39,60000,RENT,3.0,PERSONAL,C,7000,12.73,0.12,N,12,0
13825,57614,31,40000,RENT,1.0,MEDICAL,B,14600,12.42,0.36,N,9,1
13826,6808,31,83500,RENT,5.0,HOMEIMPROVEMENT,C,15000,13.43,0.18,Y,10,0
13827,12219,23,34404,RENT,2.0,HOMEIMPROVEMENT,A,7500,7.37,0.22,N,2,1
13828,38042,28,41496,RENT,4.0,DEBTCONSOLIDATION,D,5000,15.62,0.12,Y,9,1
13829,3079,22,45600,RENT,1.0,VENTURE,A,5000,6.91,0.11,N,4,0
13830,42085,25,28000,RENT,0.0,EDUCATION,B,7500,10.01,0.27,N,3,1
13831,36975,24,90000,RENT,1.0,MEDICAL,B,7000,12.69,0.08,N,2,0
13832,17463,28,54400,MORTGAGE,11.0,MEDICAL,D,11000,15.33,0.17,Y,5,1
13833,43966,41,54000,RENT,2.0,HOMEIMPROVEMENT,D,15000,14.54,0.28,N,16,1
13834,44273,24,39996,RENT,2.0,EDUCATION,D,12000,15.28,0.3,Y,3,1
13835,50771,24,59000,RENT,2.0,PERSONAL,C,16000,14.27,0.26,N,3,0
13836,52483,25,18000,RENT,4.0,EDUCATION,E,5000,19.03,0.27,Y,3,1
13837,48649,22,45000,RENT,2.0,MEDICAL,B,8400,11.99,0.18,N,4,0
13838,53595,27,36000,RENT,0.0,VENTURE,B,14000,10.39,0.39,N,8,1
13839,53634,23,30300,MORTGAGE,0.0,MEDICAL,B,7000,11.14,0.23,N,4,1
13840,22834,23,50000,MORTGAGE,3.0,VENTURE,A,5000,7.74,0.1,N,3,0
13841,73,24,24000,RENT,4.0,MEDICAL,B,3000,10.95,0.13,N,2,0
13842,37150,25,36000,RENT,0.0,MEDICAL,C,6000,13.92,0.17,N,4,0
13843,1303,28,100000,MORTGAGE,3.0,VENTURE,B,24000,9.91,0.24,N,5,0
13844,23779,28,54400,MORTGAGE,2.0,MEDICAL,D,5000,16.49,0.08,N,9,1
13845,47429,22,60000,MORTGAGE,3.0,PERSONAL,B,8000,11.11,0.13,N,2,0
13846,2555,24,18000,RENT,0.0,HOMEIMPROVEMENT,D,3575,17.49,0.21,N,3,1
13847,24669,22,78000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,20000,12.18,0.26,N,3,1
13848,27852,21,14400,RENT,2.0,PERSONAL,B,2700,11.86,0.19,N,3,1
13849,24420,21,62400,RENT,0.0,EDUCATION,D,4000,14.61,0.06,Y,4,1
13850,28054,23,65000,RENT,7.0,EDUCATION,D,20000,15.65,0.31,Y,3,1
13851,16738,24,60000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,8.9,0.2,N,4,0
13852,42923,29,66300,RENT,0.0,EDUCATION,D,17000,16.77,0.22,Y,5,1
13853,5009,40,170004,RENT,18.0,EDUCATION,C,7500,12.68,0.04,N,17,0
13854,49219,22,40000,RENT,0.0,EDUCATION,C,16000,13.06,0.4,Y,4,1
13855,42286,25,39000,RENT,1.0,MEDICAL,B,10000,11.49,0.26,N,3,1
13856,17284,26,57600,MORTGAGE,1.0,HOMEIMPROVEMENT,E,2000,16.89,0.03,Y,4,0
13857,51562,28,75000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12000,7.51,0.16,N,7,0
13858,38414,32,35000,MORTGAGE,0.0,PERSONAL,A,7200,7.29,0.21,N,6,0
13859,90,32,65000,MORTGAGE,2.0,VENTURE,D,5000,15.2,0.07,Y,5,0
13860,23754,24,40000,RENT,0.0,MEDICAL,B,6000,11.14,0.15,N,2,0
13861,34403,50,85000,RENT,2.0,PERSONAL,B,12000,11.36,0.14,N,15,0
13862,10958,36,93000,MORTGAGE,6.0,VENTURE,B,18000,9.63,0.19,N,14,0
13863,4092,25,42000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,7.4,0.1,N,4,0
13864,19108,26,34188,RENT,1.0,HOMEIMPROVEMENT,D,1000,15.99,0.03,Y,2,1
13865,567,27,25200,RENT,2.0,EDUCATION,C,8000,13.23,0.32,N,9,1
13866,33955,29,120000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,8000,13.49,0.07,Y,8,0
13867,6729,24,33200,RENT,0.0,VENTURE,C,14400,13.57,0.42,Y,2,1
13868,8227,22,69500,MORTGAGE,6.0,VENTURE,A,6000,7.49,0.09,N,3,0
13869,31575,28,60000,RENT,7.0,MEDICAL,B,5000,11.49,0.08,N,8,0
13870,43447,38,24000,RENT,0.0,MEDICAL,D,4000,14.59,0.17,Y,12,0
13871,55938,28,38400,RENT,0.0,PERSONAL,D,12000,15.37,0.32,N,5,1
13872,44055,22,42000,RENT,2.0,EDUCATION,C,19750,13.92,0.43,Y,2,1
13873,44811,36,44000,RENT,4.0,HOMEIMPROVEMENT,D,5000,15.21,0.11,N,13,1
13874,1898,23,100000,MORTGAGE,8.0,EDUCATION,C,10000,12.87,0.1,N,2,0
13875,29039,23,71000,MORTGAGE,7.0,EDUCATION,C,5000,12.73,0.07,N,4,1
13876,8359,34,95000,RENT,4.0,VENTURE,B,6000,10.99,0.06,N,10,0
13877,51877,25,39000,RENT,9.0,MEDICAL,C,3000,13.99,0.08,Y,2,0
13878,38797,23,50000,RENT,2.0,MEDICAL,A,3000,7.51,0.06,N,3,0
13879,17401,29,42000,MORTGAGE,5.0,MEDICAL,B,10000,9.63,0.24,N,5,0
13880,53293,22,41500,RENT,2.0,VENTURE,D,7000,15.7,0.17,Y,3,1
13881,52706,37,45000,RENT,10.0,PERSONAL,B,14000,10.99,0.31,N,12,1
13882,56286,28,48000,MORTGAGE,1.0,PERSONAL,A,8825,5.79,0.19,N,6,0
13883,53155,26,90000,MORTGAGE,10.0,EDUCATION,A,12000,7.88,0.13,N,4,0
13884,52284,36,56500,MORTGAGE,20.0,DEBTCONSOLIDATION,D,3000,14.59,0.05,N,17,1
13885,29954,30,49777,MORTGAGE,7.0,MEDICAL,D,10000,16.32,0.2,Y,6,1
13886,52326,27,90000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,6000,10.25,0.07,N,10,0
13887,46483,32,42000,RENT,0.0,MEDICAL,D,8000,12.92,0.19,N,10,1
13888,33745,23,80000,RENT,1.0,MEDICAL,C,25000,13.61,0.31,N,3,1
13889,26159,23,35000,RENT,8.0,VENTURE,A,14000,7.9,0.39,N,3,1
13890,40689,26,139992,MORTGAGE,0.0,HOMEIMPROVEMENT,C,20000,13.43,0.14,Y,2,0
13891,374,26,69600,MORTGAGE,9.0,VENTURE,A,5000,7.9,0.07,N,3,0
13892,58237,32,15000,RENT,2.0,EDUCATION,C,4000,13.57,0.28,Y,8,1
13893,27137,22,40000,RENT,0.0,DEBTCONSOLIDATION,A,12000,6.54,0.3,N,4,1
13894,51852,27,40000,RENT,0.0,HOMEIMPROVEMENT,C,4000,12.73,0.1,Y,8,1
13895,21158,22,47000,RENT,1.0,EDUCATION,E,12600,17.99,0.26,N,3,1
13896,50522,25,52692,MORTGAGE,9.0,EDUCATION,B,17000,9.88,0.32,N,4,0
13897,11492,28,60000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,16000,13.49,0.27,N,5,0
13898,2924,25,44000,RENT,9.0,EDUCATION,B,18500,12.18,0.37,N,3,1
13899,17545,29,45600,RENT,0.0,EDUCATION,C,15000,12.68,0.34,Y,5,1
13900,27522,23,74880,RENT,7.0,MEDICAL,D,2500,14.96,0.03,Y,2,1
13901,39024,26,69600,MORTGAGE,10.0,PERSONAL,A,8500,7.88,0.12,N,3,0
13902,46841,21,34320,RENT,4.0,DEBTCONSOLIDATION,D,3000,16.32,0.09,Y,2,1
13903,30532,22,54000,RENT,6.0,HOMEIMPROVEMENT,B,20000,10.99,0.37,N,2,1
13904,652,43,56100,RENT,0.0,MEDICAL,C,20000,13.47,0.39,N,16,1
13905,26006,34,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,1500,6.03,0.03,N,7,0
13906,27047,26,150000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,25000,10.74,0.17,N,3,0
13907,13782,30,78504,RENT,6.0,MEDICAL,B,25000,11.12,0.32,N,6,1
13908,1749,42,32000,RENT,1.0,PERSONAL,A,12000,7.66,0.38,N,12,1
13909,21167,21,70000,MORTGAGE,5.0,EDUCATION,A,10500,5.99,0.15,N,4,0
13910,764,28,30000,MORTGAGE,7.0,PERSONAL,B,4000,10.99,0.13,N,6,1
13911,45053,25,100000,MORTGAGE,9.0,VENTURE,A,10000,5.42,0.1,N,3,0
13912,55365,22,28800,RENT,4.0,VENTURE,A,12250,7.51,0.44,N,2,1
13913,4101,23,79200,MORTGAGE,3.0,MEDICAL,A,10000,6.03,0.13,N,3,0
13914,57917,22,12000,RENT,1.0,EDUCATION,B,4000,11.49,0.33,N,3,1
13915,10732,23,56000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,3000,11.28,0.05,N,2,1
13916,49079,27,27000,RENT,3.0,PERSONAL,D,10000,14.91,0.37,Y,8,1
13917,32810,25,56000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,7800,14.84,0.14,N,2,1
13918,35289,24,83004,MORTGAGE,8.0,EDUCATION,A,6500,7.49,0.08,N,3,0
13919,22396,30,60000,MORTGAGE,12.0,PERSONAL,A,8000,6.62,0.13,N,9,0
13920,39354,22,59000,RENT,2.0,DEBTCONSOLIDATION,D,10000,14.74,0.17,Y,3,1
13921,249,29,100000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,35000,12.73,0.35,Y,8,0
13922,52000,35,38000,OWN,4.0,HOMEIMPROVEMENT,C,8000,14.79,0.21,Y,10,0
13923,9831,23,78000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,8.0,0.06,N,3,1
13924,41359,29,44000,RENT,4.0,EDUCATION,A,15000,6.54,0.34,N,8,1
13925,8350,31,36000,OWN,0.0,PERSONAL,C,6000,14.18,0.17,Y,6,0
13926,26404,39,84000,MORTGAGE,20.0,VENTURE,B,5000,10.59,0.06,N,17,0
13927,46678,43,79700,MORTGAGE,5.0,HOMEIMPROVEMENT,B,10000,9.99,0.13,N,14,0
13928,16450,23,30000,RENT,6.0,HOMEIMPROVEMENT,D,1000,14.96,0.03,Y,4,1
13929,39745,26,34400,RENT,10.0,EDUCATION,A,4200,8.9,0.12,N,4,0
13930,9292,22,26400,RENT,0.0,DEBTCONSOLIDATION,D,12000,18.25,0.45,N,3,1
13931,44414,27,73000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,6700,13.43,0.09,N,7,1
13932,53831,23,30000,RENT,2.0,DEBTCONSOLIDATION,D,8000,14.96,0.27,Y,2,1
13933,34548,25,63000,RENT,9.0,PERSONAL,C,15000,15.27,0.23,Y,3,0
13934,28935,24,50000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,15000,9.99,0.3,N,4,0
13935,9851,21,36120,RENT,5.0,VENTURE,B,9000,9.99,0.25,N,3,0
13936,10973,27,31200,RENT,4.0,DEBTCONSOLIDATION,B,8000,11.49,0.26,N,9,1
13937,30309,22,24000,RENT,3.0,DEBTCONSOLIDATION,D,9600,15.62,0.04,N,3,1
13938,50870,22,100000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,6.03,0.1,N,3,0
13939,34041,23,59000,RENT,7.0,VENTURE,B,10000,11.12,0.17,N,4,0
13940,4810,22,60000,MORTGAGE,3.0,VENTURE,A,8000,8.49,0.13,N,2,0
13941,43003,22,120000,MORTGAGE,0.0,MEDICAL,D,5000,15.62,0.04,N,2,1
13942,18040,22,130000,MORTGAGE,2.0,EDUCATION,C,20000,12.84,0.15,Y,4,0
13943,48420,25,48000,RENT,0.0,EDUCATION,A,1000,7.29,0.02,N,2,0
13944,56507,28,30000,RENT,4.0,HOMEIMPROVEMENT,B,10000,9.63,0.33,N,8,1
13945,1471,22,42996,RENT,7.0,DEBTCONSOLIDATION,B,14000,12.18,0.33,N,4,1
13946,36125,26,45000,RENT,3.0,PERSONAL,B,17000,9.91,0.38,N,2,1
13947,26333,28,73000,RENT,4.0,EDUCATION,E,9000,17.19,0.13,Y,7,1
13948,41953,24,50000,RENT,4.0,PERSONAL,D,25000,15.58,0.5,N,4,1
13949,9438,26,31000,RENT,10.0,VENTURE,D,12000,16.29,0.39,N,2,1
13950,31469,27,37090,RENT,4.0,DEBTCONSOLIDATION,D,2400,16.29,0.06,N,8,1
13951,11333,28,55000,RENT,0.0,EDUCATION,C,8000,13.16,0.15,Y,5,0
13952,23794,24,55000,RENT,5.0,EDUCATION,B,8000,10.0,0.15,N,3,0
13953,8520,24,75000,MORTGAGE,2.0,EDUCATION,A,8400,7.05,0.11,N,2,0
13954,54327,36,60000,RENT,12.0,HOMEIMPROVEMENT,D,2000,15.7,0.03,N,13,0
13955,56113,29,80000,MORTGAGE,2.0,PERSONAL,C,25000,13.22,0.31,Y,9,1
13956,16471,30,72000,RENT,7.0,PERSONAL,D,1600,14.83,0.02,Y,7,1
13957,864,29,60000,RENT,13.0,MEDICAL,B,8000,10.99,0.13,N,8,0
13958,44131,25,66000,MORTGAGE,9.0,VENTURE,C,11200,12.09,0.17,Y,2,1
13959,55692,26,25000,RENT,0.0,DEBTCONSOLIDATION,C,8000,12.73,0.32,Y,3,1
13960,37197,33,58650,RENT,8.0,MEDICAL,B,12000,11.36,0.17,N,10,1
13961,31664,34,12000,RENT,1.0,MEDICAL,D,3250,15.99,0.27,N,5,1
13962,33554,30,84000,RENT,5.0,EDUCATION,B,15000,12.18,0.18,N,5,0
13963,55987,32,49000,RENT,2.0,HOMEIMPROVEMENT,E,7000,15.95,0.14,Y,6,1
13964,13181,23,52000,RENT,0.0,PERSONAL,D,15000,14.42,0.29,N,3,1
13965,27757,22,48000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,3500,6.62,0.07,N,4,0
13966,52042,23,80000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,12000,5.99,0.15,N,2,0
13967,47171,23,32000,RENT,5.0,MEDICAL,B,5500,10.38,0.17,N,2,0
13968,49685,22,50000,MORTGAGE,6.0,MEDICAL,C,12000,13.98,0.24,Y,4,0
13969,42980,24,24000,RENT,1.0,DEBTCONSOLIDATION,A,10000,7.9,0.42,N,3,1
13970,29378,29,63300,MORTGAGE,0.0,MEDICAL,C,17500,14.22,0.27,N,6,1
13971,43762,33,48000,RENT,3.0,MEDICAL,D,20000,15.65,0.42,N,8,1
13972,42095,22,40000,RENT,0.0,EDUCATION,C,18000,13.16,0.47,N,4,1
13973,14849,24,42000,RENT,0.0,HOMEIMPROVEMENT,D,12000,15.31,0.29,Y,3,1
13974,11639,36,25000,RENT,1.0,DEBTCONSOLIDATION,B,9500,11.36,0.38,N,12,1
13975,23876,22,30000,RENT,0.0,PERSONAL,D,5000,14.42,0.17,N,4,1
13976,37487,22,45000,RENT,6.0,EDUCATION,C,18000,13.85,0.42,N,2,1
13977,25836,32,27996,RENT,3.0,PERSONAL,B,10000,10.62,0.36,N,10,1
13978,42766,28,44004,RENT,2.0,PERSONAL,C,6000,14.27,0.14,N,7,1
13979,51061,22,16400,OWN,3.0,VENTURE,C,2750,15.27,0.16,Y,4,0
13980,9118,31,45000,RENT,1.0,HOMEIMPROVEMENT,C,10000,13.85,0.22,Y,6,1
13981,15291,22,46000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,5175,16.89,0.11,N,3,1
13982,57559,23,99996,RENT,0.0,EDUCATION,A,8000,7.14,0.08,N,2,0
13983,7382,28,43000,RENT,3.0,VENTURE,B,15000,10.0,0.35,N,5,1
