person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,loan_status
26,92160,0,1,2,10000,15.905451636792373,0.0960033436780953,1
22,54790,0,4,1,6380,12.695309733872312,0.11950613761702215,1
22,44004,0,1,2,5000,14.752754941733274,0.11,1
22,33000,0,0,2,6000,8.81040782144088,0.18,1
27,49966,1,2,3,15000,15.955121217825848,0.3,1
23,15000,0,0,0,6127,13.52584255720153,0.4,1
28,98443,2,4,3,17525,16.07,0.17743792498979824,1
25,29179,0,1,0,11000,12.096694030062537,0.38,1
32,59659,1,1,1,1487,5.975426150258219,0.02,1
22,36887,0,2,3,2807,16.93676680463691,0.07615546773713468,1
25,54000,0,1,1,11139,14.497986182593552,0.206987516676031,1
22,30000,0,3,0,10000,11.369227857323542,0.33,1
25,28800,0,1,1,5000,13.652909102268605,0.17601212125945254,1
40,63000,1,2,1,21533,15.6135374405803,0.3411010815403215,1
22,27999,0,1,3,5000,15.312451382687545,0.18,1
29,32000,0,3,3,2000,15.423655813534323,0.06,1
29,49000,0,4,2,10000,9.128894003245003,0.2,1
26,25070,0,2,3,6000,15.179061713740905,0.2363713907955297,1
29,55000,0,2,0,17000,9.037811982583158,0.31,1
22,30000,0,2,3,5000,14.731731639904527,0.17,1
27,83488,0,3,3,12000,15.305037318935739,0.13574120146834245,1
25,42000,0,4,3,8476,14.427828524561203,0.20907899711044664,1
22,38584,0,0,1,16000,14.051560979636719,0.4169301517658306,1
23,121543,1,1,2,5000,14.472940411764103,0.04,1
21,30000,0,2,0,6000,11.866590838311526,0.2,1
29,34000,0,1,2,6000,13.862917987311333,0.18,1
22,78000,1,4,3,25000,16.08553229800224,0.32,1
26,59000,0,1,2,12000,16.2965984748403,0.2,1
30,35000,0,3,1,11341,7.400975515146079,0.3285456694317578,1
26,108000,0,4,3,20000,14.963411230842683,0.19,1
28,33035,0,1,1,11000,7.274766928565888,0.32877334402576647,1
29,30000,0,5,0,5000,12.046463148168769,0.17,1
25,60000,2,1,2,10000,14.43364329169443,0.17,1
23,30000,0,4,0,7000,10.821016585707529,0.23,1
25,28853,0,1,1,10716,11.634766989774107,0.36,1
24,51159,0,1,0,4066,9.33772665996612,0.08,1
28,43224,0,1,1,15000,14.885286428954027,0.36100307296469025,1
24,61046,2,3,0,15000,12.288609890772278,0.24079412229657315,1
35,60000,0,1,1,15000,14.07972315851877,0.25,1
26,25000,1,3,0,6452,11.990558431769603,0.2429973558788599,1
25,29004,0,2,0,10000,10.016515335867211,0.34,1
27,59004,0,4,3,20000,14.84,0.34,1
23,69000,2,4,3,10000,15.62,0.14,1
35,30000,0,0,0,12000,10.781467678304478,0.4,1
22,15600,0,4,0,5000,11.513837244737095,0.32,1
23,44078,0,3,2,18122,14.768326668927239,0.40510181482737356,1
23,30000,0,0,1,10000,13.32537619403082,0.33,1
25,88000,0,0,3,15000,14.517478811807214,0.17,1
26,45000,0,4,0,15000,13.62187429493363,0.33,1
21,28805,0,3,3,2800,16.69467421222905,0.1,1
22,28826,0,1,1,1821,15.181465069220227,0.06,1
24,70000,1,3,2,6314,14.13386340400608,0.09,1
26,44000,0,1,3,10000,15.34924712064462,0.23,1
33,90000,0,2,3,20000,14.630802605728043,0.22,1
27,30387,0,4,0,10000,12.73415965110796,0.33,1
36,29004,0,2,1,1756,13.37256819596444,0.06025649379519267,1
31,29000,0,1,1,6000,12.867151919221723,0.21,1
26,65583,2,1,1,6000,13.809357814346491,0.09,1
36,62400,0,4,1,20000,9.60293160760909,0.32,1
24,29000,0,0,0,7796,11.782904183815058,0.271858307876166,1
34,68593,0,4,0,4000,10.898071726524202,0.06,1
21,49000,2,2,3,7500,14.873118251077818,0.15724014574351516,1
26,52000,0,1,0,18832,11.821797513236689,0.37,1
30,78173,0,2,0,35000,10.005293143844646,0.44421643838227237,1
24,27000,0,3,3,8284,15.492042119893625,0.30474974928634746,1
24,44001,0,1,4,15000,16.957810789587526,0.34,1
39,31199,1,5,2,2100,8.955770166261125,0.07002014069765151,1
24,50000,0,0,0,18495,11.880620052726167,0.3663697861122092,1
25,74014,2,4,2,9981,14.13022746441649,0.1392508346512411,1
25,36000,1,3,0,6000,11.883146723575342,0.17,1
25,54000,0,1,1,5269,12.133515061301704,0.1,1
31,52000,1,0,2,7839,14.469088722811792,0.1467904149725641,1
23,30000,0,0,3,6000,15.813874612210423,0.2,1
28,30000,0,2,2,12000,8.91494724129798,0.4,1
27,58000,0,4,0,9845,13.010836628927168,0.17,1
23,88301,0,3,2,4247,13.841845460799302,0.04494515990370693,1
27,44000,1,2,0,15000,9.08153630714343,0.34,1
26,40000,0,1,0,14000,12.054926560560563,0.35,1
26,56000,0,2,2,10000,16.30908592842621,0.18,1
30,24131,0,0,1,1800,14.384028379592639,0.07,1
24,91800,2,1,0,25000,12.930829469032789,0.2278669617357023,1
32,73000,1,3,2,4298,9.800375513986284,0.05596997744110888,1
28,30000,0,3,2,12000,8.314299126394006,0.4,1
32,33000,0,1,1,8390,13.782521135819193,0.25953577897211627,1
29,28843,0,2,2,2500,14.212099231380115,0.09,1
36,57951,0,3,3,16000,16.69229085721366,0.27785794643963446,1
26,78000,1,5,1,25000,13.997533938622782,0.32,1
27,44000,0,2,1,13890,14.601329348121414,0.3168677951169793,1
23,38369,0,0,0,15000,9.967459176111719,0.39,1
25,28902,0,1,0,9589,10.449124635858462,0.33932916493265936,1
25,59000,0,2,1,14000,13.87994137141825,0.24,1
29,62471,0,3,0,12000,12.535062778534837,0.18431788747976113,1
25,108514,1,1,0,34285,13.59340191983732,0.2735733582536303,1
28,60000,2,4,1,11734,13.902787110766148,0.19667659798607004,1
34,30000,0,2,3,10000,15.220546530620748,0.33,1
24,49000,0,4,3,3000,16.193278326604993,0.06,1
24,39000,0,1,2,20000,13.631151001963437,0.51,1
39,80000,0,2,2,25000,15.414983915393876,0.31,1
23,56000,1,1,2,15000,14.848820901381579,0.27,1
22,48000,0,2,3,6143,17.491236578602845,0.1328633361741018,1
28,16800,0,5,1,4874,14.708279400638215,0.28997999303067695,1
25,37034,0,4,3,2152,16.89627722865485,0.05381349766678723,1
42,14400,0,4,2,4955,14.096587133002593,0.3464245444420478,1
30,72000,2,2,1,15000,15.62982160288706,0.21,1
25,78017,1,3,3,25000,15.577293568716637,0.32,1
26,44000,1,0,0,8099,11.31476097581671,0.18199310003504823,1
26,50000,0,3,0,18000,12.116729951311287,0.36,1
22,34000,0,1,0,10000,10.300596064614515,0.29,1
29,59000,0,1,1,12000,13.267201184444,0.2,1
25,30000,0,4,1,13000,13.471321724290151,0.43,1
22,33000,0,2,3,10000,16.115478725182513,0.2939713979174671,1
24,34000,0,1,0,7000,13.551482139011421,0.21,1
22,37200,0,0,0,10000,12.812414476634606,0.27,1
38,48000,0,1,0,3115,10.676981196578357,0.06579874643855715,1
24,48000,0,2,3,6000,14.733947022320997,0.13,1
27,36000,0,0,2,6746,7.9,0.19,1
31,32000,0,1,1,2000,7.414601775583245,0.06,1
24,54400,2,1,3,5000,15.143209268503835,0.07147600802850529,1
25,49617,1,0,2,12000,15.377602821257904,0.24,1
25,29036,0,1,1,8966,9.175893262438027,0.31,1
28,98000,0,4,3,7342,15.256245840887457,0.07525800844443789,1
23,49000,0,4,3,5000,13.507254568675851,0.1,1
24,45000,0,0,2,15000,7.887875728510098,0.3339378642550488,1
44,39000,0,1,3,4000,14.535307154762673,0.1,1
32,69000,0,3,3,3215,14.214425373276852,0.04478559127987892,1
25,33069,0,3,2,14139,15.412877607586273,0.4330238700182775,1
31,38000,0,2,2,12000,14.388976070534799,0.31234578265561486,1
26,44000,2,4,3,10000,15.388254905824343,0.23,1
26,62473,0,2,1,20000,13.327312237293137,0.32,1
26,60000,0,4,2,2420,14.761487309807222,0.03840681945014373,1
26,30000,0,0,2,10000,6.729927302193916,0.33,1
26,61043,1,3,0,20391,11.801403714310585,0.3113450270473538,1
22,27997,0,2,1,10000,9.805876376052229,0.35538288990858863,1
24,80327,0,1,1,30000,11.408034504236664,0.3753220313630265,1
32,39000,0,0,2,3000,13.776640997215857,0.08,1
27,38863,0,1,3,11000,15.113590144005716,0.29,1
41,74000,1,3,3,12000,14.9735105269523,0.16,1
24,114750,0,1,3,3757,18.92948412698724,0.03275295679908172,1
29,69000,0,3,3,4537,15.885378926308375,0.06421480285095442,1
34,29000,0,4,2,7000,15.012021455916429,0.24,1
30,108000,0,5,3,14138,15.24891879005768,0.131388320166252,1
27,80498,0,3,3,23498,15.303860974838635,0.2949834923889657,1
24,60000,0,1,2,20000,7.601330604540151,0.33,1
33,44000,0,4,3,6000,16.39059075768154,0.14,1
35,48500,0,1,0,20000,12.706708444958064,0.41,1
23,68539,1,1,0,8000,10.849252650137315,0.12,1
25,40853,0,0,1,3412,15.564379510776725,0.08530761128217025,1
22,59002,0,3,2,8000,14.925489118247672,0.14,1
23,112407,0,3,2,6851,13.913988664368416,0.05851839754159832,1
26,29000,0,1,0,10000,10.305034639723868,0.34,1
31,62025,0,1,1,8032,13.901262624553533,0.13064078280691918,1
32,88000,0,3,1,25000,14.407797121560566,0.27503948168133446,1
22,61821,1,1,2,10000,13.502281269720331,0.14548644103421352,1
23,54437,0,1,1,20000,13.754740517655435,0.35081653969114185,1
26,60000,0,2,0,15000,12.300919814465576,0.25,1
38,32000,0,2,2,2500,15.50110732165244,0.08,1
22,30000,0,4,3,5000,16.77,0.17,1
23,48996,0,4,3,6000,14.1057783104013,0.12,1
22,54000,0,3,3,5000,16.42683761155025,0.09,1
27,59001,0,1,3,7000,14.900769299340912,0.12,1
21,30000,0,1,1,10000,13.571424831589397,0.33,1
31,58849,0,1,3,15000,16.152758952780633,0.23285441535501758,1
29,83001,0,3,3,20000,14.598662907192832,0.2396906104573988,1
22,45000,0,0,2,15000,14.8295992908878,0.33,1
25,50002,0,1,0,20000,11.403187113930146,0.4,1
26,30000,0,3,2,10000,7.805445523347288,0.33,1
23,36000,0,0,1,15000,7.521504026435946,0.4228121906160632,1
24,71400,2,1,3,12230,15.80569252130245,0.14,1
24,32000,0,4,0,12000,11.053355457135579,0.38,1
24,36000,0,2,3,6590,16.9373251191351,0.18301695897813725,1
23,73000,2,2,0,11251,10.760970961662558,0.1525149405911612,1
32,37677,0,3,2,6229,11.788882572738062,0.16459184035525457,1
24,18000,0,4,2,4000,14.891829050638185,0.22,1
26,44000,0,0,2,10431,15.984612014749574,0.23313622496927172,1
40,28800,0,1,2,5000,10.098508504031017,0.17,1
35,45000,0,1,2,15979,14.54691423050782,0.3588117798800481,1
24,31000,0,4,1,2467,14.636789218304552,0.08,1
36,42000,0,4,3,8000,18.768336529439335,0.19,1
30,50000,0,2,2,20000,14.163060812780852,0.4,1
26,44000,2,4,3,10000,15.345781211971763,0.23,1
22,25780,0,3,1,12000,14.072316341305644,0.4650760006951235,1
23,32000,0,4,3,4438,15.538251148895347,0.1375227620877378,1
22,45000,0,3,0,14000,11.171856086183826,0.31,1
27,44000,1,1,0,15000,11.14546821967115,0.34,1
24,45000,0,5,2,10000,13.893994632726148,0.22,1
35,51947,0,3,3,3339,15.146875537475749,0.06,1
22,26400,0,0,0,10000,11.063158422796317,0.38,1
30,49007,1,1,2,4800,15.545045531107771,0.1,1
34,54211,1,0,3,17000,16.59347110114534,0.31938776494911114,1
22,73000,0,4,3,6961,15.97973467340223,0.09796547326821135,1
29,113000,1,2,2,12536,9.661779763799071,0.11,1
23,44000,1,3,3,6000,16.553386220125425,0.14,1
23,45121,0,2,3,3403,15.268425774251657,0.07806596704724485,1
27,57981,2,1,0,23607,11.608954922664607,0.3657192622730257,1
37,34000,0,1,2,4600,10.34754633303739,0.14,1
52,54000,0,1,2,20000,14.622443686080581,0.37,1
25,60000,0,2,3,2769,15.615630990134633,0.04539304854621558,1
27,37450,0,1,3,6000,14.69513004470554,0.16,1
22,33000,0,3,2,3000,16.91259095112724,0.09,1
22,30000,0,1,0,15000,11.183015442952458,0.5,1
25,56239,0,4,0,15000,12.971654624825753,0.27599265159203734,1
32,31085,1,1,1,4000,13.38471319025038,0.13,1
26,47274,0,4,3,4000,15.228585226255634,0.08725906016907117,1
34,33000,0,2,2,10617,7.236109217280376,0.3254351536213396,1
30,29002,0,2,1,7500,15.47062496403423,0.26,1
21,25220,0,5,0,7000,13.316297725825393,0.28172318183341694,1
23,54000,0,4,1,14879,14.009784716126301,0.2739993476246252,1
34,25000,0,3,0,9488,11.193972435625701,0.375323167200724,1
35,34000,2,1,1,4000,15.190886896964624,0.12,1
24,44000,0,1,0,5445,11.650022042928834,0.12457645799092233,1
24,33855,0,3,3,8000,14.91,0.24,1
32,54000,0,0,3,25000,18.36604128261414,0.4501260985125572,1
23,30000,0,4,3,10000,15.799599100461865,0.33,1
24,31200,0,0,3,6000,17.006908616466482,0.19,1
23,36000,0,3,1,1485,12.422613518142438,0.04,1
30,30988,0,3,3,2400,16.140065168034734,0.08,1
30,84000,0,1,0,25000,11.133680791337275,0.3,1
29,78000,0,5,0,25000,13.077376602026856,0.32,1
22,113000,2,3,2,24063,14.980265860827949,0.21063287641645193,1
27,44709,0,0,1,10392,15.33643963271149,0.2357135720831296,1
23,33000,1,1,3,7604,15.301610512818229,0.22419350854697045,1
30,42000,0,1,4,7445,15.36750867335017,0.17817479341502962,1
24,51342,0,4,1,5000,15.87094024426631,0.1,1
21,27600,0,3,0,9782,11.07688077543144,0.3508623844913712,1
27,36000,0,2,0,3000,10.95396144340599,0.08,1
28,33600,0,4,3,4200,14.973774437357221,0.13,1
40,43000,0,1,0,13520,11.801088707481039,0.3213713967289251,1
24,45964,0,4,0,16793,10.360401280837685,0.37,1
28,35328,0,2,0,12000,10.71684972676604,0.33243761246757114,1
26,31000,0,4,0,4932,11.631047611836246,0.15728186002131528,1
26,25200,0,0,0,8000,12.170297012581795,0.324730816908117,1
25,51262,0,3,1,13349,14.93657898445301,0.25874013877202234,1
33,54400,1,1,2,15000,13.407743246581107,0.2225062017645618,1
26,78092,0,1,1,24000,13.58671730965603,0.28686006276120046,1
23,27000,0,1,0,9704,11.288479510189179,0.36260490368752946,1
28,65144,0,1,3,30000,17.704103048461587,0.44223460445994245,1
33,79865,0,2,1,30000,7.539307209662681,0.38,1
23,45000,0,0,0,15000,10.505478971069142,0.33,1
26,53506,1,3,3,6000,14.650552780337188,0.11,1
27,34000,0,2,3,4841,15.164911470660169,0.1420698128349512,1
27,50000,0,1,2,12963,12.828862175264462,0.26,1
22,39000,1,0,3,5000,15.630562035381594,0.13,1
34,44000,0,1,3,8000,14.210011094731115,0.18,1
37,32000,0,1,1,8737,13.524897037473444,0.28,1
26,50000,0,1,2,8000,15.662977848199695,0.16,1
26,45000,0,4,3,5000,15.923349015228387,0.11,1
22,54134,2,3,0,4000,12.184962816955615,0.07,1
33,62592,0,3,1,8625,15.357896777993846,0.13615273490220736,1
22,29085,1,4,2,11221,14.124713409500568,0.36590573180998864,1
26,38000,0,1,1,13069,11.696313350361065,0.34621663441941775,1
23,55000,0,3,1,24701,14.187706290064064,0.45,1
31,87182,1,0,0,15000,8.881656884682615,0.17,1
22,54000,0,4,3,5000,14.265526439365676,0.09,1
27,30000,0,0,2,5000,15.49488297520711,0.17,1
22,24000,0,0,2,9600,14.08108374520396,0.3921766101020413,1
29,54000,0,4,3,16037,16.473812312296193,0.3192558652407439,1
32,29000,0,4,1,10000,12.456247460773934,0.34,1
25,41500,1,1,4,10000,16.03368937141336,0.24,1
23,37000,0,1,1,13000,14.232770275183013,0.33040641380323865,1
23,48996,0,2,3,7404,15.58,0.1480906552219537,1
25,30000,1,1,0,7000,11.142647022440501,0.23,1
27,54000,0,5,0,10000,10.34039206753516,0.19,1
22,42000,0,2,1,10000,13.9194111792883,0.24,1
22,59000,0,2,2,15000,14.36686794561646,0.25,1
22,37000,0,3,0,15000,11.280526977299846,0.41,1
22,29000,1,0,0,12000,10.381750133932357,0.41,1
25,29000,0,2,1,1253,13.445714334477161,0.04177550950746913,1
24,44000,0,3,3,3525,14.488789846359076,0.08,1
26,36000,1,2,0,8000,12.590066895440474,0.22,1
31,74749,0,3,3,13534,16.151690566415617,0.18417665967388125,1
24,28800,0,1,2,12244,14.508844493080414,0.43,1
32,42000,0,1,1,14000,8.83834191673545,0.33,1
31,30000,0,1,0,10000,10.581156297718623,0.33,1
24,49000,0,4,1,8000,13.325898832950944,0.16,1
23,45000,0,0,1,15000,8.660311656768606,0.33,1
23,250877,0,3,3,14819,15.045282888497173,0.06367450548700535,1
28,69000,0,4,3,15000,14.62333829238573,0.22,1
27,49733,1,5,3,5113,15.03630072680672,0.1,1
39,54000,0,4,1,6000,14.130983668430256,0.11,1
41,115862,2,4,3,4586,17.163019207949553,0.0354861944641254,1
23,29101,0,1,2,10000,15.939224113825484,0.34,1
27,15000,0,3,3,2700,15.738306245008632,0.17307588083898412,1
38,65000,0,3,0,24000,10.035975824191032,0.37,1
29,51000,0,3,3,17783,15.343790831234541,0.34135708783618773,1
21,34800,0,2,3,9648,17.484005459748317,0.28,1
24,47000,0,3,0,15000,11.51537663069814,0.32,1
23,36000,0,0,0,15000,10.343635150610671,0.42,1
29,71984,0,5,0,23000,12.27616715926615,0.31935458282371715,1
28,55370,0,2,0,18000,12.723941323374735,0.33,1
24,42000,1,4,3,3200,16.83733361706462,0.08,1
26,60000,0,0,1,7000,13.565437330627484,0.12,1
34,71902,0,2,1,35000,12.227046712707189,0.5,1
26,74834,2,1,1,20000,13.972936752153625,0.23,1
23,24000,0,4,0,8000,11.09961493974973,0.33,1
28,25000,0,1,1,8000,13.779599025090741,0.32,1
25,58977,0,4,1,17402,13.282878909567682,0.31,1
23,54000,0,2,2,10000,7.566173900656599,0.19,1
28,69000,1,0,0,4000,11.31261334416294,0.06,1
22,36000,1,4,2,6366,7.620117483433977,0.1791693469144741,1
47,63694,2,1,0,4806,10.138578531230731,0.07,1
31,39000,0,4,0,14245,8.848416957987897,0.36,1
29,56129,1,1,3,9970,15.883271898867795,0.15147757090040764,1
42,11697,0,3,3,7208,11.228708491828346,0.3479564167315489,1
22,49000,1,3,3,14329,15.756119155314948,0.29659509759865554,1
30,48000,0,1,2,14119,14.663937429970188,0.2904666415339252,1
23,29191,0,3,2,12000,13.341701199963948,0.41,1
23,46572,0,0,2,13141,13.441723274367275,0.27757852295635466,1
30,62050,2,1,3,5000,14.978328630321247,0.06073314521284988,1
27,65725,0,1,2,29602,15.312235279840587,0.3976698753958717,1
21,33996,0,4,0,6000,10.020564087756425,0.18,1
33,54400,1,1,4,20000,16.785021147511912,0.37091361994630523,1
23,78136,1,3,3,7657,16.010539888081777,0.09315337063940814,1
25,38331,0,1,0,14172,11.52794778013386,0.3634497981939873,1
24,25000,0,2,1,8500,12.757079896145074,0.34,1
24,58278,0,0,3,8357,13.425011472728785,0.13142679664830503,1
24,39000,1,1,1,10000,6.863191987374463,0.26,1
23,40000,0,0,0,15000,10.382432616574745,0.38,1
27,40000,0,2,0,13240,10.674797856586315,0.33,1
26,40000,0,0,0,15000,12.726465332647436,0.38,1
28,49000,1,3,3,15000,16.20235915672295,0.31,1
23,33000,0,1,2,1472,14.50571149990988,0.03944909477065281,1
22,76526,0,1,2,20000,14.469319007473207,0.26,1
25,78000,0,4,0,15000,10.598907752024688,0.19,1
23,26000,0,3,0,8000,10.072231073638392,0.31,1
49,52000,0,3,2,10000,15.419612420027772,0.19,1
21,44000,0,3,3,12000,13.181839809986537,0.27,1
23,66000,0,0,2,25000,12.848722106895906,0.38,1
37,51500,0,4,0,18000,10.994264785878341,0.35,1
22,48904,0,3,3,24000,15.590236590304782,0.51,1
26,50000,0,0,1,18519,9.298955737730187,0.37870413091072136,1
29,30000,0,3,3,3000,15.8409513752988,0.1,1
23,42000,0,2,2,15000,14.087263626305132,0.36,1
24,51256,0,2,3,6000,16.069387867886316,0.11486536202856723,1
22,30000,0,0,2,10000,8.10809277060494,0.33,1
22,45000,0,1,0,18170,12.47182812784548,0.4268226330304679,1
26,30000,0,3,2,9600,13.651085408163217,0.32,1
24,24000,0,4,2,10000,7.929305441446328,0.42,1
26,36000,0,4,0,5000,10.773511096878993,0.14,1
22,59609,0,1,0,18000,10.443460703649889,0.2956073313868479,1
39,71643,0,1,2,25000,13.982632245134909,0.34406335428846013,1
36,39000,0,0,0,16000,11.740523008089848,0.41,1
24,69000,2,0,2,7787,14.297219084458309,0.11574457697540493,1
23,18000,0,4,1,3200,13.14195809429266,0.18,1
27,42000,2,2,3,3000,16.220408890526745,0.07,1
46,54000,0,4,0,16000,10.330786504739022,0.30585437019141587,1
25,76858,2,4,3,3084,16.56467117396228,0.04141447315668574,1
24,65000,0,1,0,20000,9.099404761147333,0.31,1
36,50000,0,3,2,18000,7.914215962941973,0.3679489313985941,1
24,63000,0,3,2,20000,14.203259079076586,0.32,1
23,30000,0,2,3,7000,16.002790127354288,0.23,1
26,62050,2,1,3,5452,14.961192234946301,0.08,1
34,65937,0,1,0,8972,13.25791583974467,0.13573579725320778,1
23,113401,0,2,3,5164,17.880742822731992,0.04470815276056548,1
22,35000,0,3,0,12000,10.350458241263595,0.34,1
32,46000,1,0,2,8000,9.778463608943163,0.17,1
23,48381,0,1,1,18094,10.943379951953943,0.37712497379918547,1
23,91776,0,3,3,3815,17.94364148713794,0.04223962284420055,1
26,91800,2,1,0,25000,12.408710965955935,0.23731875091058993,1
56,30000,0,0,3,5000,15.875600579774915,0.17,1
26,32000,0,1,3,6000,15.891349426051015,0.19,1
23,30000,0,2,1,9000,13.043778595737297,0.3,1
22,30000,0,4,1,12000,14.2179678245353,0.4,1
22,37000,0,2,0,15000,11.020988075915055,0.41,1
22,40000,0,4,0,15000,10.908879454764126,0.38,1
24,29000,0,5,1,7000,14.617459244885834,0.24388694661515753,1
24,48000,0,2,3,6000,15.072230230633652,0.13,1
22,30000,0,3,2,10000,7.085172605208867,0.33,1
22,39000,0,2,3,5000,14.12252924102591,0.13,1
28,24000,0,4,2,2794,15.712271875440221,0.1188597971396627,1
42,33070,1,4,1,1119,13.41088499214534,0.03352648233311899,1
24,66847,2,1,3,12000,15.156599155904646,0.1735918987085573,1
30,27991,0,1,0,8409,11.43776486785881,0.31,1
25,44000,0,4,2,14000,10.879877803870123,0.32,1
28,93406,0,4,3,20000,15.267024899909133,0.20785124499545662,1
24,54000,0,1,3,10000,14.93653976956574,0.19,1
24,18155,0,2,3,5000,16.798643884748532,0.27,1
24,56000,0,0,1,20621,13.603413362357246,0.36,1
22,72312,2,1,3,8000,17.413209503752743,0.09177436698135377,1
26,42000,0,3,3,13714,17.160672128016426,0.33,1
22,60000,0,2,2,2301,12.14154942554849,0.03603561888520412,1
29,34000,0,1,3,7500,16.84884637811653,0.22968585021463,1
38,16389,0,4,3,2454,14.141793152384853,0.15272512734727323,1
30,66000,1,4,1,6084,13.085055030586142,0.09210297517316555,1
22,35000,0,3,1,15000,13.18766198707294,0.427901027376407,1
23,34032,0,2,0,16000,12.033569062529931,0.48959253825064647,1
31,40000,0,1,2,5000,14.574871969873067,0.13,1
22,104944,0,4,3,19027,16.695436790480475,0.18027822093104298,1
25,30000,0,2,3,3000,15.20017743232837,0.1,1
25,50000,0,0,0,18000,9.964551167875978,0.36,1
25,134522,1,1,3,25000,15.655509717956154,0.18939877997238044,1
22,30000,0,5,1,3600,14.058103123145706,0.12,1
27,44000,0,4,1,15000,13.025164126654046,0.3385730140442247,1
28,28807,0,2,0,9000,13.377661407300435,0.31036121733987,1
24,18077,0,2,3,5000,17.527302776981344,0.27,1
22,34000,0,4,0,4000,12.578040402367488,0.12,1
31,30000,0,0,0,10000,10.496928439083876,0.33,1
26,48000,0,4,0,15000,9.710362117885458,0.31,1
30,30753,0,4,3,7000,14.241601580592913,0.2354060127093056,1
31,84685,0,4,0,21000,15.371525689948111,0.25,1
22,48000,0,3,0,7070,11.461627442117202,0.1514115259862908,1
21,35000,0,0,0,12000,11.71,0.34,1
22,50000,0,3,1,22038,7.707163687704174,0.44,1
24,48500,0,4,2,6000,15.788841359885366,0.12920175142811655,1
37,17296,0,3,2,7209,12.37646827821307,0.42,1
28,39000,1,1,2,3000,12.75823832438174,0.08,1
25,32000,0,4,3,7000,15.031707073690969,0.22,1
22,54000,1,1,0,5000,10.467046395204001,0.09,1
23,24000,0,4,1,7089,13.077487043574079,0.29445093186263127,1
24,42000,1,1,2,11842,11.788127114807281,0.2663645480865453,1
25,50000,0,1,0,17000,10.898426228170054,0.34,1
28,34000,1,1,2,6000,15.109979021078235,0.18,1
25,62900,0,1,3,18222,14.736666878789599,0.24,1
35,59516,2,0,3,7750,16.454402111605013,0.12163522221966314,1
26,30000,0,1,1,10000,13.52945508117935,0.33,1
22,40000,0,3,0,16000,10.81921164918595,0.4,1
24,37533,0,0,1,15000,7.6185655966153,0.4,1
24,24000,0,2,2,2702,15.455191696126434,0.11,1
22,34000,0,4,0,5000,12.58589097410352,0.15,1
39,43200,0,3,1,18459,8.26434860322146,0.4123354445920169,1
22,42000,1,4,3,1958,14.665862051277438,0.05,1
23,29237,0,1,2,10000,14.792530689221342,0.34,1
31,73000,1,3,2,4394,10.611700614545848,0.057899406931143524,1
34,29004,0,4,0,1500,12.686700747252296,0.05,1
27,32000,0,1,2,2000,14.448646932033567,0.06,1
35,24000,0,0,3,2000,17.872607268948936,0.08,1
23,24000,0,1,1,10000,13.85,0.42,1
25,78000,0,0,2,6000,14.195473182268623,0.08,1
26,54000,0,1,3,10000,16.2070104994322,0.19940282314995866,1
24,26873,0,0,1,6000,8.292670610558083,0.2221111323148284,1
22,14400,0,1,0,4000,11.258096760688865,0.26744713224135735,1
29,18000,0,4,0,1130,11.177930490963796,0.05783043712349148,1
29,60000,0,3,0,20000,11.265325097125912,0.33,1
22,40000,0,0,0,15000,12.44492216383355,0.38,1
24,54145,2,3,2,3563,10.083782616368065,0.06636866977532259,1
24,62250,0,1,3,6000,15.840618079137702,0.08,1
34,40000,0,1,0,15000,11.045669028212908,0.38,1
25,54000,0,1,3,6000,15.555258385076261,0.11,1
24,33878,0,1,0,15000,12.907070718911072,0.44,1
28,56015,0,0,1,4800,9.245068951254538,0.09,1
36,72093,1,3,1,15374,16.08373096340759,0.21,1
22,43821,1,1,2,6000,10.115814761543852,0.14,1
24,40000,0,4,1,8000,8.111443431429011,0.2,1
25,48996,0,0,3,7000,15.35699252801111,0.14,1
22,24000,0,4,0,1500,12.735022693754354,0.06,1
22,27000,0,4,3,6000,14.199849294838064,0.22,1
24,64000,1,0,0,10000,12.089030791291034,0.16,1
41,43955,0,4,0,7803,10.093567003700022,0.18,1
26,77748,1,1,3,15000,14.926199364959956,0.17430807970178688,1
27,50000,0,4,0,16000,11.569640042563329,0.32,1
29,51996,0,0,3,5000,14.593634766954708,0.1,1
23,12000,0,0,2,2062,15.004604124120908,0.1746542971818204,1
35,25000,0,0,0,5000,12.517663138752678,0.2,1
35,36000,0,0,1,11200,8.51283533694825,0.31,1
31,153000,0,2,3,23765,15.32096328553381,0.15350449791780396,1
22,37171,0,5,3,2029,18.16775077063952,0.06058796092423408,1
22,37084,0,0,1,13000,14.08716254107886,0.34264664333569317,1
22,28800,0,0,1,10000,12.222809905958783,0.35,1
28,30000,0,0,1,10000,13.294430917341101,0.33,1
23,36000,0,1,2,3000,15.31511337149668,0.08,1
39,54000,0,0,3,5000,15.254378717779826,0.09,1
30,32000,0,1,0,12000,12.7598076173381,0.38,1
46,95000,1,0,1,19807,13.20623913656308,0.21,1
27,51401,0,1,2,15000,13.131365231564141,0.29,1
36,42000,0,1,3,8368,15.22992122296385,0.1992125993956882,1
39,29003,0,0,3,10000,16.11318003024333,0.34,1
26,55000,0,2,1,9000,13.544379167930279,0.16739644828936665,1
29,34000,0,3,1,12000,7.619256360892084,0.35,1
